ignore	0	html	None	[]	[]
ignore	1	head	html	[]	[]
ignore	2	title	head	['Anomali Sikap Duterte ke Kim Jong Un']	[]
ignore	3	noscript	head	[]	[]
ignore	4	img	noscript	[]	[]
ignore	5	body	html	[]	[]
ignore	6	noscript	body	[]	[]
ignore	7	div	body	[]	[]
ignore	8	div	div	[]	[]
ignore	9	div	body	[]	[]
ignore	10	div	div	[]	[]
ignore	11	div	body	[]	[]
ignore	12	div	body	[]	[]
ignore	13	div	div	[]	[]
ignore	14	a	div	[]	[]
ignore	15	img	a	[]	[]
ignore	16	div	div	[]	[]
ignore	17	div	div	[]	[]
ignore	18	div	div	[]	[]
ignore	19	div	div	[]	[]
ignore	20	ul	div	[]	[]
ignore	21	li	ul	[]	[]
ignore	22	a	li	[]	[]
ignore	23	img	a	[]	[]
ignore	24	li	ul	[]	[]
ignore	25	a	li	['Home']	[]
ignore	26	li	ul	[]	[]
ignore	27	li	ul	[]	[]
ignore	28	a	li	['Berita']	[]
ignore	29	li	ul	[]	[]
ignore	30	li	ul	[]	[]
ignore	31	a	li	['Daerah']	[]
ignore	32	li	ul	[]	[]
ignore	33	li	ul	[]	[]
ignore	34	a	li	['Internasional']	[]
ignore	35	li	ul	[]	[]
ignore	36	li	ul	[]	[]
ignore	37	a	li	['Fokus']	[]
ignore	38	li	ul	[]	[]
ignore	39	li	ul	[]	[]
ignore	40	a	li	['Kolom']	[]
ignore	41	li	ul	[]	[]
ignore	42	li	ul	[]	[]
ignore	43	a	li	['Blak blakan']	[]
ignore	44	li	ul	[]	[]
ignore	45	li	ul	[]	[]
ignore	46	a	li	['Pro Kontra']	[]
ignore	47	li	ul	[]	[]
ignore	48	li	ul	[]	[]
ignore	49	a	li	['Infografis']	[]
ignore	50	li	ul	[]	[]
ignore	51	li	ul	[]	[]
ignore	52	a	li	['Foto']	[]
ignore	53	li	ul	[]	[]
ignore	54	li	ul	[]	[]
ignore	55	a	li	['Video']	[]
ignore	56	li	ul	[]	[]
ignore	57	li	ul	[]	[]
ignore	58	a	li	['Indeks']	[]
ignore	59	li	ul	[]	[]
ignore	60	div	div	[]	[]
ignore	61	div	div	[u' \xb7\n                                                    ', u' \xb7\n                                                    ', u' \xb7\n                                                    ', u' \xb7\n                                                    ', u' \xb7\n                                                    ', u' \xb7\n                                ']	['\xc2\xb7', '\xc2\xb7', '\xc2\xb7', '\xc2\xb7', '\xc2\xb7', '\xc2\xb7']
ignore	62	a	div	['Adsmart']	[]
ignore	63	span	a	['new']	[]
ignore	64	a	div	['Most Popular']	[]
ignore	65	a	div	['Hoax or Not']	[]
ignore	66	a	div	['Opini Anda']	[]
ignore	67	a	div	['Suara Pembaca']	[]
ignore	68	a	div	['Pilkada 2018']	[]
ignore	69	span	a	['new']	[]
ignore	70	div	div	[]	[]
ignore	71	div	div	[]	[]
ignore	72	div	div	[]	[]
ignore	73	div	div	[]	[]
ignore	74	div	div	[]	[]
ignore	75	div	div	[' /\n                ', ' /\n                ']	['/', '/']
ignore	76	a	div	['detikNews']	[]
ignore	77	a	div	['Internasional']	[]
ignore	78	a	div	['Detail Berita']	[]
ignore	79	div	div	[]	[]
ignore	80	span	div	['Follow detikcom']	[]
ignore	81	a	div	[]	[]
ignore	82	img	a	[]	[]
ignore	83	span	a	['Like']	[]
ignore	84	a	div	[]	[]
ignore	85	img	a	[]	[]
ignore	86	span	a	['Like']	[]
ignore	87	a	div	[]	[]
ignore	88	img	a	[]	[]
ignore	89	span	a	['Like']	[]
ignore	90	a	div	[]	[]
ignore	91	img	a	[]	[]
ignore	92	span	a	['Like']	[]
ignore	93	div	div	[]	[]
ignore	94	div	div	[]	[]
ignore	95	article	div	[]	[]
ignore	96	div	article	[]	[]
ignore	97	div	div	['Selasa 01 Mei 2018, 05:35 WIB']	[]
ignore	98	h2	div	[]	[]
ignore	99	h1	div	['Anomali Sikap Duterte ke Kim Jong Un']	[]
ignore	100	div	div	['Noval Dhwinuari Antony, Noval Dhwinuari Antony - detikNews']	[]
ignore	101	div	article	[]	[]
ignore	102	a	div	[]	[]
ignore	103	img	a	[]	[]
ignore	104	span	a	['Share ']	[]
ignore	105	b	span	['0']	[]
ignore	106	a	div	[]	[]
ignore	107	img	a	[]	[]
ignore	108	span	a	['Tweet ']	[]
