ignore	0	html	None	[]	[]
ignore	1	head	html	[]	[]
ignore	2	title	head	['Wimbledon Tawarkan Hadiah Sebesar Rp648 Miliar']	[]
ignore	3	noscript	head	[]	[]
ignore	4	img	noscript	[]	[]
ignore	5	noscript	head	[]	[]
ignore	6	img	noscript	[]	[]
ignore	7	noscript	head	[]	[]
ignore	8	img	noscript	[]	[]
ignore	9	noscript	head	[]	[]
ignore	10	body	html	[]	[]
ignore	11	div	body	[]	[]
ignore	12	div	div	[]	[]
ignore	13	nav	div	[]	[]
ignore	14	ul	nav	[]	[]
ignore	15	li	ul	[]	[]
ignore	16	span	li	[]	[]
ignore	17	a	span	[]	[]
ignore	18	i	a	[]	[]
ignore	19	span	li	[]	[]
ignore	20	a	span	[]	[]
ignore	21	i	a	[]	[]
ignore	22	ul	li	[]	[]
ignore	23	li	ul	[]	[]
ignore	24	a	li	['Beranda']	[]
ignore	25	li	ul	[]	[]
ignore	26	a	li	['Nasional']	[]
ignore	27	li	ul	[]	[]
ignore	28	a	li	['Metro']	[]
ignore	29	li	ul	[]	[]
ignore	30	a	li	['Daerah']	[]
ignore	31	li	ul	[]	[]
ignore	32	a	li	['Ekbis']	[]
ignore	33	li	ul	[]	[]
ignore	34	a	li	['International']	[]
ignore	35	li	ul	[]	[]
ignore	36	a	li	['Sports']	[]
ignore	37	li	ul	[]	[]
ignore	38	a	li	['Soccer']	[]
ignore	39	li	ul	[]	[]
ignore	40	a	li	['Autotekno']	[]
ignore	41	li	ul	[]	[]
ignore	42	a	li	['Lifestyle']	[]
ignore	43	li	ul	[]	[]
ignore	44	a	li	['Ramadhan']	[]
ignore	45	li	ul	[]	[]
ignore	46	a	li	['Photo']	[]
ignore	47	li	ul	[]	[]
ignore	48	a	li	['Video']	[]
ignore	49	li	ul	[]	[]
ignore	50	a	li	['Indeks']	[]
ignore	51	li	ul	[]	[]
ignore	52	a	li	['Home']	[]
ignore	53	li	ul	[]	[]
ignore	54	li	ul	[]	[]
ignore	55	a	li	['Raket']	[]
ignore	56	li	ul	[]	[]
ignore	57	li	ul	[]	[]
ignore	58	a	li	['Motosport']	[]
ignore	59	li	ul	[]	[]
ignore	60	li	ul	[]	[]
ignore	61	a	li	['Tinju']	[]
ignore	62	li	ul	[]	[]
ignore	63	li	ul	[]	[]
ignore	64	a	li	['Allsports']	[]
ignore	65	li	ul	[]	[]
ignore	66	li	ul	[]	[]
ignore	67	a	li	['Klasemen']	[]
ignore	68	li	ul	[]	[]
ignore	69	li	ul	[]	[]
ignore	70	a	li	['Indeks']	[]
ignore	71	li	ul	[]	[]
ignore	72	span	nav	[]	[]
ignore	73	div	span	[]	[]
ignore	74	form	div	[]	[]
ignore	75	input	form	[]	[]
ignore	76	input	form	[]	[]
ignore	77	button	div	[]	[]
ignore	78	i	button	[]	[]
ignore	79	header	body	[]	[]
ignore	80	div	header	[]	[]
ignore	81	nav	div	[]	[]
ignore	82	ul	nav	[]	[]
ignore	83	li	ul	[]	[]
ignore	84	a	li	['indonesia']	[]
ignore	85	li	ul	[]	[]
ignore	86	a	li	['english']	[]
ignore	87	li	ul	[]	[]
ignore	88	a	li	['Beranda']	[]
ignore	89	li	ul	[]	[]
ignore	90	a	li	['Nasional']	[]
ignore	91	li	ul	[]	[]
ignore	92	a	li	['Metro']	[]
ignore	93	li	ul	[]	[]
ignore	94	a	li	['Daerah']	[]
ignore	95	li	ul	[]	[]
ignore	96	a	li	['Ekbis']	[]
ignore	97	li	ul	[]	[]
ignore	98	a	li	['International']	[]
ignore	99	li	ul	[]	[]
ignore	100	a	li	['Sports']	[]
ignore	101	li	ul	[]	[]
ignore	102	a	li	['Soccer']	[]
ignore	103	li	ul	[]	[]
ignore	104	a	li	['Autotekno']	[]
ignore	105	li	ul	[]	[]
ignore	106	a	li	['Lifestyle']	[]
ignore	107	li	ul	[]	[]
ignore	108	a	li	['Ramadhan']	[]
ignore	109	li	ul	[]	[]
ignore	110	a	li	['Photo']	[]
ignore	111	li	ul	[]	[]
ignore	112	a	li	['Video']	[]
ignore	113	li	ul	[]	[]
ignore	114	a	li	['Indeks']	[]
ignore	115	ul	nav	[]	[]
ignore	116	li	ul	[]	[]
ignore	117	a	li	[]	[]
ignore	118	span	a	[]	[]
ignore	119	li	ul	[]	[]
