ignore	0	html	None	[]	[]
ignore	1	head	html	[]	[]
ignore	2	title	head	['Real Madrid Ingin Mohamed Salah, Liverpool Minta Bale dan Navas - bola Tempo.co']	[]
ignore	3	noscript	head	[]	[]
ignore	4	img	noscript	[]	[]
ignore	5	noscript	head	[]	[]
ignore	6	img	noscript	[]	[]
ignore	7	noscript	head	[]	[]
ignore	8	img	noscript	[]	[]
ignore	9	body	html	[]	[]
ignore	10	div	body	[]	[]
ignore	11	header	div	[]	[]
ignore	12	div	header	[]	[]
ignore	13	div	div	[]	[]
ignore	14	div	div	[]	[]
ignore	15	div	div	[]	[]
ignore	16	span	div	['\r\n                Minggu, 20 Mei 2018              ']	[]
ignore	17	div	div	[]	[]
ignore	18	form	div	[]	[]
ignore	19	div	form	[]	[]
ignore	20	a	div	[]	[]
ignore	21	input	div	[]	[]
ignore	22	div	header	[]	[]
ignore	23	div	div	[]	[]
ignore	24	a	div	[]	[]
ignore	25	img	a	[]	[]
ignore	26	div	div	[]	[]
ignore	27	div	div	[]	[]
ignore	28	div	div	[]	[]
ignore	29	div	div	[]	[]
ignore	30	a	div	[]	[]
ignore	31	h1	a	['\r\n\t\t\t\t\t\t\t\t\tFokus\r\n\t\t\t\t\t\t\t\t']	[]
ignore	32	div	div	[]	[]
ignore	33	a	div	[]	[]
ignore	34	img	a	[]	[]
ignore	35	a	div	[]	[]
ignore	36	h2	a	['Dituntut Hukuman Mati, Aman Abdurrahman Berani Mati Syahid?']	[]
ignore	37	a	div	[]	[]
ignore	38	span	a	['9 jam lalu']	[]
ignore	39	div	div	[]	[]
ignore	40	a	div	[]	[]
ignore	41	h1	a	['\r\n\t\t\t\t\t\t\t\t\tFokus\r\n\t\t\t\t\t\t\t\t']	[]
ignore	42	div	div	[]	[]
ignore	43	a	div	[]	[]
ignore	44	img	a	[]	[]
ignore	45	a	div	[]	[]
ignore	46	h2	a	['Antisipasi Terorisme dan Kendala Deradikalisasi Alumnus ISIS ']	[]
ignore	47	a	div	[]	[]
ignore	48	span	a	['1 hari lalu']	[]
ignore	49	div	div	[]	[]
ignore	50	div	div	[]	[]
ignore	51	div	header	[]	[]
ignore	52	nav	div	[]	[]
ignore	53	div	nav	[]	[]
ignore	54	li	div	[]	[]
ignore	55	a	li	['Home']	[]
ignore	56	li	div	[]	[]
ignore	57	a	li	['Nasional']	[]
ignore	58	ul	li	[]	[]
ignore	59	li	ul	[]	[]
ignore	60	a	li	['Nasional']	[]
ignore	61	li	ul	[]	[]
ignore	62	a	li	['Pilkada']	[]
ignore	63	li	ul	[]	[]
ignore	64	a	li	['Lawmag']	[]
ignore	65	li	div	[]	[]
ignore	66	a	li	['Bisnis']	[]
ignore	67	li	div	[]	[]
ignore	68	a	li	['Metro']	[]
ignore	69	li	div	[]	[]
ignore	70	a	li	['Dunia']	[]
ignore	71	li	div	[]	[]
ignore	72	a	li	['Bola']	[]
ignore	73	ul	li	[]	[]
ignore	74	li	ul	[]	[]
ignore	75	a	li	['Bola']	[]
ignore	76	li	ul	[]	[]
ignore	77	a	li	['Sport']	[]
ignore	78	li	ul	[]	[]
ignore	79	a	li	['Piala Dunia']	[]
ignore	80	li	ul	[]	[]
ignore	81	a	li	['Asian Games']	[]
ignore	82	li	div	[]	[]
ignore	83	a	li	['Seleb']	[]
ignore	84	ul	li	[]	[]
ignore	85	li	ul	[]	[]
ignore	86	a	li	['Seleb']	[]
ignore	87	li	ul	[]	[]
ignore	88	a	li	['Gaya']	[]
ignore	89	li	div	[]	[]
ignore	90	a	li	['Cantik']	[]
ignore	91	li	div	[]	[]
ignore	92	a	li	['Tekno']	[]
ignore	93	li	div	[]	[]
ignore	94	a	li	['Otomotif']	[]
ignore	95	li	div	[]	[]
ignore	96	a	li	['Travel']	[]
ignore	97	ul	li	[]	[]
ignore	98	li	ul	[]	[]
ignore	99	a	li	['Travel']	[]
ignore	100	li	ul	[]	[]
ignore	101	a	li	['Ramadan']	[]
ignore	102	li	div	[]	[]
ignore	103	a	li	['Foto']	[]
ignore	104	li	div	[]	[]
ignore	105	a	li	['Video']	[]
ignore	106	li	div	[]	[]
ignore	107	a	li	['Grafis']	[]
ignore	108	ul	li	[]	[]
ignore	109	li	ul	[]	[]
ignore	110	a	li	['Grafis']	[]
